Store,Week,PepsiQuant,PepsiPrice,DomQuant,DomPrice,CokeQuant,CokePrice
12,48,83,1.59,10,0.99,178,1.59
12,49,123,1.59,9,0.99,149,1.59
12,50,408,1.29,143,2.00,465,1.29
12,51,123,1.59,18,0.99,203,1.59
12,52,399,1.29,128,2.00,203,1.49
12,53,104,1.59,23,2.00,164,1.59
12,54,120,1.59,20,0.99,209,1.59
12,55,91,1.59,15,0.99,405,1.19
12,56,303,1.29,3,0.99,330,1.29
12,57,116,1.59,9,0.99,150,1.59
12,58,99,1.59,390,0.49,135,1.59
12,59,714,0.99,19,0.99,972,0.99
12,60,108,1.59,25,0.99,130,1.59
12,61,124,1.59,90,2.00,171,1.59
12,62,129,1.59,121,2.00,192,1.59
12,63,103,1.59,49,0.99,168,1.59
12,64,111,1.59,35,0.99,170,1.59
12,65,284,1.19,157,0.79,157,1.59
12,66,314,1.29,39,0.79,386,1.29
12,67,117,1.59,18,0.99,187,1.59
12,68,141,1.59,24,0.99,189,1.59
12,69,134,1.59,488,0.89,165,1.59
12,70,409,1.29,19,0.99,382,1.29
12,71,115,1.59,26,0.99,133,1.59
12,72,174,1.59,11,0.99,137,1.59
12,73,240,1.29,13,0.99,244,1.29
12,74,104,1.59,174,2.00,332,1.19
12,75,328,1.29,19,0.99,144,1.59
12,76,109,1.59,4,0.99,2150,0.89
12,77,100,1.59,11,0.99,139,1.59
12,78,97,1.59,494,0.49,148,1.59
12,79,377,1.19,6,0.99,555,1.19
12,80,148,1.59,31,0.99,178,1.59
12,81,102,1.59,8,0.99,172,1.59
12,82,100,1.59,221,0.59,147,1.59
12,83,104,1.59,23,0.99,173,1.59
12,84,1267,0.99,7,0.89,1221,0.99
12,85,82,1.59,132,2.00,176,1.59
12,86,129,1.59,44,0.89,147,1.59
12,87,146,1.59,37,0.89,216,1.59
12,88,845,0.99,23,0.89,1104,0.99
12,89,0,0.0,0,0.00,0,0.0
12,90,114,1.59,65,2.00,131,1.59
12,91,1100,0.99,19,0.89,1274,0.99
12,92,109,1.59,174,2.00,155,1.59
12,93,131,1.59,35,2.00,152,1.59
12,94,144,1.59,42,0.89,160,1.59
12,95,350,1.29,50,0.89,373,1.29
12,96,143,1.59,61,0.89,173,1.59
12,97,144,1.59,161,2.00,157,1.59
12,98,248,1.29,113,2.00,254,1.29
12,99,147,1.49,222,0.59,125,1.49
12,100,162,1.49,71,0.59,177,1.49
12,101,861,0.99,11,0.89,983,0.99
12,102,154,1.49,164,2.00,136,1.49
12,103,200,1.49,41,0.89,166,1.49
12,104,0,0.0,0,0.00,0,0.0
12,105,323,1.29,243,0.89,403,1.29
12,106,136,1.49,31,0.89,118,1.49
12,107,1284,0.99,6,0.89,1339,0.99
12,108,149,1.49,20,0.89,154,1.49
12,109,126,1.49,46,0.79,135,1.49
12,110,379,1.29,26,0.89,250,1.29
12,111,196,1.29,18,0.89,192,1.29
12,112,210,1.29,32,0.79,190,1.29
12,113,126,1.49,16,0.79,220,1.49
12,114,493,1.09,26,0.79,469,1.09
12,115,165,1.49,79,0.79,238,1.49
12,116,121,1.49,36,0.89,112,1.49
12,117,1479,0.89,2,0.89,1215,0.89
12,118,136,1.49,20,0.89,122,1.49
12,119,145,1.49,105,1.50,138,1.49
12,120,1175,0.89,9,1.50,1264,0.89
12,121,146,1.49,123,1.50,205,1.49
12,122,356,1.19,595,0.44,321,1.19
12,123,144,1.49,27,0.89,149,1.49
12,124,1212,0.89,8,0.89,1492,0.89
12,125,122,1.49,86,1.50,168,1.49
12,126,127,1.49,18,0.89,159,1.49
12,127,128,1.49,12,0.89,172,1.49
12,128,241,1.39,25,0.89,241,1.39
12,129,131,1.49,354,0.89,141,1.49
12,130,985,0.99,2,0.89,1153,0.99
12,131,128,1.49,15,0.89,146,1.49
12,132,111,1.49,56,3.00,192,1.49
12,133,98,1.49,36,0.89,180,1.49
12,134,115,1.49,415,0.89,137,1.49
12,135,1034,0.99,17,0.89,1017,0.99
12,136,120,1.49,165,2.00,132,1.49
12,137,92,1.49,39,0.89,147,1.49
12,138,133,1.49,15,0.89,132,1.49
12,139,869,0.99,7,0.89,1119,0.99
12,140,115,1.49,15,0.89,146,1.49
12,141,125,1.49,24,0.89,175,1.49
12,142,1245,0.89,8,0.89,1375,0.89
12,143,123,1.49,125,2.00,136,1.49
12,144,367,4.0,46,1.50,283,4.0
12,145,163,4.0,32,1.50,148,1.49
12,146,679,1.49,58,2.00,755,1.49
12,147,300,0.79,36,2.00,360,0.79
12,148,98,1.49,578,0.44,156,1.49
12,149,246,1.19,39,0.89,257,1.19
12,150,103,1.49,39,0.89,878,0.99
12,151,1261,0.79,7,0.89,1465,0.79
12,152,92,1.49,71,2.00,160,1.49
12,153,83,1.49,10,0.89,1270,0.89
12,154,100,1.49,25,0.89,143,1.49
12,155,764,0.99,39,0.89,128,1.49
12,156,88,1.49,122,2.00,172,1.49
12,157,66,1.49,39,0.89,993,0.99
12,158,102,1.49,49,0.89,149,1.49
12,159,786,0.99,19,0.89,127,1.49
12,160,148,1.33,27,0.89,127,1.49
12,161,36,1.49,33,0.89,23,1.49
12,162,194,4.0,21,0.89,124,1.49
12,163,118,4.0,633,0.44,121,1.49
12,164,73,1.49,32,0.89,251,1.49
12,165,67,1.49,38,0.89,997,0.99
12,166,74,1.49,55,0.79,148,1.49
12,167,958,0.99,182,0.59,137,1.49
12,168,195,1.49,52,0.79,163,1.49
12,169,93,1.49,67,0.79,1006,0.99
12,170,792,0.99,66,2.00,142,1.49
12,171,136,1.39,60,2.00,162,1.49
12,172,92,1.29,60,2.00,186,1.49
12,173,105,1.49,38,2.00,585,0.99
12,174,101,3.98,503,0.48,150,3.98
12,175,70,1.49,73,0.79,121,1.49
12,176,87,1.49,43,0.79,182,1.49
12,177,83,1.49,50,0.79,137,1.49
12,178,112,4.0,54,0.79,195,4.0
12,179,98,1.49,37,0.79,138,1.49
12,180,54,1.49,46,0.79,445,1.09
12,181,88,1.49,92,2.00,132,1.49
12,182,757,0.99,36,0.79,137,1.49
12,183,89,1.49,33,0.79,223,4.0
12,184,73,1.49,48,0.79,140,1.49
12,185,70,1.49,576,0.39,155,1.49
12,186,873,0.89,29,0.79,887,0.89
12,187,77,1.49,34,0.79,147,1.49
12,188,341,0.99,33,0.82,113,1.49
12,189,72,1.49,120,0.66,882,0.99
12,190,1340,0.99,22,0.89,101,1.53
12,191,182,1.05,585,0.44,781,0.99
12,192,92,1.49,27,0.89,158,1.58
12,193,638,0.99,23,0.89,893,0.99
12,194,442,1.04,103,0.66,579,1.06
12,195,617,0.99,53,0.88,629,0.99
12,196,67,1.51,92,0.75,165,1.57
12,197,68,1.59,25,0.89,995,0.99
12,198,574,0.99,66,0.66,840,0.99
12,199,525,0.99,22,0.89,736,0.99
12,200,891,0.99,35,0.89,641,0.99
